0.00860326,-0.00209035,0.76000000,0.00000000,0.00000000,0.01683597,0.99985827,-0.31200000,0.00000000,0.00000000,0.66900000,-0.36300000,0.00000000,-0.31200000,0.00000000,0.00000000,0.66900000,-0.36300000,0.00000000,0.00000000,0.00000000,0.00000000,0.20000000,0.20000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000,0.20000000,-0.20000000,0.00000000,0.60000000,0.00000000,0.00000000,0.00000000
0.00860326,-0.00209035,0.76000086,-0.00000029,0.00000313,0.01683599,0.99985826,-0.31199169,0.00001548,0.00000642,0.66899429,-0.36298525,-0.00000405,-0.31200346,-0.00000584,-0.00000046,0.66898874,-0.36299152,0.00000753,-0.00000125,0.00000095,-0.00000319,0.19999468,0.20000063,0.00000978,0.60003772,0.00000017,0.00000037,0.00000102,0.19999201,-0.20001482,-0.00000230,0.60001877,-0.00000004,-0.00000093,-0.00000056
0.00860326,-0.00209035,0.76000689,-0.00000234,0.00002505,0.01683611,0.99985826,-0.31193354,0.00012386,0.00005136,0.66895429,-0.36288199,-0.00003244,-0.31202766,-0.00004676,-0.00000367,0.66890993,-0.36293219,0.00006022,-0.00000996,0.00000760,-0.00002552,0.19995748,0.20000507,0.00007822,0.60030177,0.00000137,0.00000299,0.00000819,0.19993611,-0.20011853,-0.00001836,0.60015014,-0.00000034,-0.00000742,-0.00000447
0.00860326,-0.00209035,0.76002325,-0.00000788,0.00008456,0.01683646,0.99985825,-0.31177570,0.00041804,0.00017334,0.66884572,-0.36260171,-0.00010948,-0.31209336,-0.00015781,-0.00001237,0.66869602,-0.36277113,0.00020325,-0.00003362,0.00002566,-0.00008615,0.19985649,0.20001711,0.00026400,0.60101847,0.00000462,0.00001008,0.00002763,0.19978438,-0.20040003,-0.00006198,0.60050672,-0.00000116,-0.00002503,-0.00001510
0.00860326,-0.00209035,0.76005511,-0.00001869,0.00020044,0.01683714,0.99985823,-0.31146832,0.00099090,0.00041089,0.66863430,-0.36205590,-0.00025950,-0.31222130,-0.00037407,-0.00002933,0.66827946,-0.36245750,0.00048178,-0.00007970,0.00006083,-0.00020420,0.19965982,0.20004055,0.00062577,0.60241415,0.00001096,0.00002389,0.00006549,0.19948891,-0.20094822,-0.00014691,0.60120111,-0.00000275,-0.00005933,-0.00003579
0.00860326,-0.00209035,0.76010763,-0.00003650,0.00039148,0.01683826,0.99985815,-0.31096157,0.00193535,0.00080252,0.66828575,-0.36115605,-0.00050684,-0.31243223,-0.00073061,-0.00005729,0.66759269,-0.36194044,0.00094097,-0.00015566,0.00011882,-0.00039882,0.19933559,0.20007921,0.00122221,0.60471514,0.00002141,0.00004666,0.00012792,0.19900177,-0.20185199,-0.00028692,0.60234592,-0.00000538,-0.00011588,-0.00006989
0.00860326,-0.00209035,0.76018598,-0.00006308,0.00067648,0.01683992,0.99985797,-0.31020559,0.00334429,0.00138676,0.66776577,-0.35981365,-0.00087582,-0.31274689,-0.00126249,-0.00009899,0.66656817,-0.36116908,0.00162600,-0.00026898,0.00020531,-0.00068916,0.19885189,0.20013687,0.00211198,0.60814777,0.00003700,0.00008062,0.00022104,0.19827506,-0.20320024,-0.00049581,0.60405375,-0.00000929,-0.00020024,-0.00012078
0.00860326,-0.00209035,0.76029533,-0.00010017,0.00107423,0.01684225,0.99985758,-0.30915055,0.00531061,0.00220212,0.66704009,-0.35794020,-0.00139077,-0.31318603,-0.00200478,-0.00015720,0.66513834,-0.36009256,0.00258203,-0.00042713,0.00032603,-0.00109437,0.19817685,0.20021734,0.00335374,0.61293835,0.00005875,0.00012802,0.00035101,0.19726086,-0.20508186,-0.00078732,0.60643720,-0.00001475,-0.00031797,-0.00019179
0.00860326,-0.00209035,0.76044084,-0.00014952,0.00160352,0.01684533,0.99985681,-0.30774659,0.00792721,0.00328713,0.66607442,-0.35544717,-0.00207602,-0.31377040,-0.00299256,-0.00023465,0.66323566,-0.35866004,0.00385422,-0.00063758,0.00048667,-0.00163357,0.19727856,0.20032443,0.00500617,0.61931322,0.00008769,0.00019110,0.00052395,0.19591126,-0.20758574,-0.00117524,0.60960888,-0.00002202,-0.00047463,-0.00028629
0.00860326,-0.00209035,0.76062768,-0.00021289,0.00228313,0.01684929,0.99985541,-0.30594387,0.01128698,0.00468030,0.66483448,-0.35224607,-0.00295589,-0.31452074,-0.00426089,-0.00033410,0.66079257,-0.35682064,0.00548775,-0.00090780,0.00069294,-0.00232593,0.19612514,0.20046194,0.00712793,0.62749871,0.00012486,0.00027210,0.00074602,0.19417834,-0.21080080,-0.00167334,0.61368139,-0.00003136,-0.00067579,-0.00040762
